site_code,store_number,brand,station_name,address,city,state,zip,latitude,longitude,phone,fuel_type,retail_price,discount_price,your_price,effective_date,parking_spaces_count,fuel_lane_count,shower_count,amenities,restaurants,source,pricing_city,pricing_state,location_city,location_state,is_usa,is_canada,missing_coordinates,missing_current_price
694,694,Flying J,Flying J Travel Center,2349 Center Rd,Austinburg,OH,44010,41.789384995203704,-80.85615393741703,(440) 275-1515,DSL,5.199,5.149,4.4407,2026-06-18,164,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Austinburg,OH,Austinburg,OH,yes,no,no,no
695,695,Flying J,Flying J Travel Center,420 E Main St,Beaverdam,OH,45808,40.832295840216204,-83.9673392043686,(419) 643-8001,DSL,4.599,4.549,4.4796,2026-06-18,150,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Beaverdam,OH,Beaverdam,OH,yes,no,no,no
696,696,Flying J,Flying J Travel Center,7735 E OH-37,Sunbury,OH,43074,40.2677136,-82.9246924,(740) 965-9835,DSL,5.099,5.049,4.3745,2026-06-18,150,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Berkshire,OH,Sunbury,OH,yes,no,no,no
697,697,Flying J,Flying J Travel Center,2226 N Main St,Hubbard,OH,44425,41.18280827748031,-80.56963496427917,(330) 534-3774,DSL,5.099,5.049,4.318,2026-06-18,150,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Hubbard,OH,Hubbard,OH,yes,no,no,no
698,698,Flying J,Flying J Travel Center,9935 SR 41,Washington Court House,OH,43128,39.64633388489482,-83.5384017556289,(740) 426-9136,DSL,4.959,4.909,4.372,2026-06-18,148,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Washington Court House,OH,Washington Court House,OH,yes,no,no,no
699,699,Flying J,Flying J Travel Center,10480 Baltimore Rd SW,Millersport,OH,43046,39.94234866881875,-82.59919418882703,(740) 964-9601,DSL,5.099,5.049,4.3665,2026-06-18,152,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Millersport,OH,Millersport,OH,yes,no,no,no
700,700,Flying J,Flying J Travel Center,26415 Warns Dr,Perrysburg,OH,43551,41.534688838750284,-83.4607347506996,(419) 837-2100,DSL,4.899,4.849,4.3599,2026-06-18,150,12,13,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Lake Township,OH,Perrysburg,OH,yes,no,no,no
701,701,Pilot,Pilot Travel Center,2450 Cooper Dr,Ardmore,OK,73401,34.200849771061705,-97.16731732870007,(580) 226-3833,DSL,4.899,4.849,3.9202,2026-06-18,136,8,11,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Ardmore,OK,Ardmore,OK,yes,no,no,no
702,702,Flying J,Flying J Travel Center,1255 W Gentry Ave,Checotah,OK,74426,35.475430579213715,-95.53889085344238,(918) 380-8631,DSL,4.699,4.649,3.8005,2026-06-18,150,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Checotah,OK,Checotah,OK,yes,no,no,no
703,703,Flying J,Flying J Travel Center,701 S Morgan Rd,Oklahoma City,OK,73128,35.458788815187084,-97.69044622949981,(405) 324-5000,DSL,4.659,4.609,3.8226,2026-06-18,172,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Oklahoma City,OK,Oklahoma City,OK,yes,no,no,no
704,704,Flying J,Flying J Travel Center,4801 NE 122nd St,Edmond,OK,73013,35.596136,-97.43662,(405) 475-9440,DSL,4.299,4.249,3.8226,2026-06-18,73,8,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Edmond,OK,Edmond,OK,yes,no,no,no
705,705,Flying J,Flying J Travel Center,2400 S 4th St,Sayre,OK,73662,35.26532218526573,-99.64070370304108,(580) 928-2216,DSL,4.699,4.649,3.8901,2026-06-18,150,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Sayre,OK,Sayre,OK,yes,no,no,no
706,706,Flying J,Flying J Travel Center,121 N 129th E Ave,Tulsa,OK,74116,36.1619898,-95.8321554,(918) 437-5477,DSL,4.659,4.609,3.7955,2026-06-18,130,8,9,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Tulsa,OK,Tulsa,OK,yes,no,no,no
707,707,Flying J,Flying J Travel Center,246 Allegheny Blvd,Brookville,PA,15825,41.172571,-79.095428,(814) 849-2992,DSL,5.699,5.649,4.6329,2026-06-18,140,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Brookville,PA,Brookville,PA,yes,no,no,no
708,708,Flying J,Flying J Travel Center,1501 Harrisburg Pike,Carlisle,PA,17015,40.23502919205681,-77.12300440873719,(717) 243-6659,DSL,5.659,5.609,4.5616,2026-06-18,252,13,22,Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Carlisle,PA,Carlisle,PA,yes,no,no,no
709,709,Flying J,Flying J Travel Center,5609 Nittany Valley Dr,Mill Hall,PA,17751,41.028628022237584,-77.52295059947508,(570) 726-4080,DSL,5.759,5.709,4.6159,2026-06-18,147,12,15,Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Mill Hall,PA,Mill Hall,PA,yes,no,no,no
710,710,Flying J,Flying J Travel Center,1623 Oliver Rd,New Milford,PA,18834,41.82452317462087,-75.68204660845947,(570) 465-2974,DSL,5.899,5.849,4.7203,2026-06-18,118,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,New Milford,PA,New Milford,PA,yes,no,no,no
711,711,Flying J,Flying J Travel Center,1011 N Mountain St,Blacksburg,SC,29702,35.14221575282003,-81.5096186659437,(864) 839-5934,DSL,4.499,4.449,3.9984,2026-06-18,148,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Blacksburg,SC,Blacksburg,SC,yes,no,no,no
712,712,Flying J,Flying J Travel Center,5901 Fairfield Rd,Columbia,SC,29203,34.065036587792896,-81.02361281216432,(803) 735-9006,DSL,4.399,4.349,4.1745,2026-06-18,178,10,15,Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Columbia,SC,Columbia,SC,yes,no,no,no
714,714,Flying J,Flying J Travel Center,2435 Mt Holly Rd,Rock Hill,SC,29730,34.85584407699772,-81.00636486840268,(803) 328-5700,DSL,4.859,4.809,4.0184,2026-06-18,141,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Rock Hill,SC,Rock Hill,SC,yes,no,no,no
716,716,Flying J,Flying J Travel Center,5201 N Granite Ln,Sioux Falls,SD,57107,43.60294620433454,-96.76769242496421,(605) 977-1438,DSL,5.099,5.049,3.9182,2026-06-18,158,8,9,Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Sioux Falls,SD,Sioux Falls,SD,yes,no,no,no
720,720,Flying J,Flying J Travel Center,1420 TN-96 N,Fairview,TN,37062,36.026395,-87.17167,(615) 799-4116,DSL,4.499,4.449,4.0181,2026-06-18,150,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Fairview,TN,Fairview,TN,yes,no,no,no
722,722,Pilot,Pilot Travel Center,800 Watt Rd,Knoxville,TN,37932,35.88120388038329,-84.23599647686977,(865) 531-7400,DSL,4.799,4.749,3.9669,2026-06-18,176,12,13,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Knoxville,TN,Knoxville,TN,yes,no,no,no
723,723,Flying J,Flying J Travel Center,9601 E I-40,Amarillo,TX,79118,35.19378639630226,-101.72343898070584,(806) 335-1475,DSL,4.699,4.649,4.0034,2026-06-18,200,10,13,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Amarillo,TX,Amarillo,TX,yes,no,no,no
725,725,Flying J,Flying J Travel Center,1876 East Fwy,Baytown,TX,77521,29.794241997740443,-95.03281249434899,(281) 424-7706,DSL,4.499,4.449,3.9128,2026-06-18,200,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Baytown,TX,Baytown,TX,yes,no,no,no
726,726,Pilot,Pilot Travel Center,7425 Bonnie View Rd,Dallas,TX,75241,32.65642457394642,-96.75113894440656,(972) 225-3566,DSL,4.499,4.449,3.9572,2026-06-18,144,12,12,Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Dallas,TX,Dallas,TX,yes,no,no,no
727,727,Flying J,Flying J Travel Center,1305 E Monte Cristo Rd,Edinburg,TX,78542,26.33633561175397,-98.14358108598327,(956) 316-0149,DSL,4.659,4.609,3.9873,2026-06-18,200,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Edinburg,TX,Edinburg,TX,yes,no,no,no
728,728,Flying J,Flying J Travel Center,1301 Horizon Blvd,El Paso,TX,79928,31.66205260095058,-106.23808794708252,(915) 852-4141,DSL,4.899,4.849,4.3839,2026-06-18,120,12,11,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,El Paso,TX,El Paso,TX,yes,no,no,no
729,729,Flying J,Flying J Travel Center,15919 North Fwy,Houston,TX,77090,29.999039434522608,-95.42719789079,(281) 893-0423,DSL,4.359,4.309,3.9153,2026-06-18,183,10,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Houston,TX,Houston,TX,yes,no,no,no
730,730,Flying J,Flying J Travel Center,1011 Beltway Pkwy,Laredo,TX,78045,27.685254343235226,-99.46518994871121,(956) 712-3265,DSL,4.959,4.909,4.2061,2026-06-18,191,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Laredo,TX,Laredo,TX,yes,no,no,no
733,733,Flying J,Flying J Travel Center,602 4th St,Lubbock,TX,79401,33.593171290052105,-101.84114527198265,(806) 744-0539,DSL,4.999,4.949,4.0701,2026-06-18,69,5,4,Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats,Pilot/Flying J pricing + locations,Lubbock,TX,Lubbock,TX,yes,no,no,no
734,734,Flying J,Flying J Travel Center,23412 TX-242,New Caney,TX,77357,30.192631343463216,-95.19280440799402,(281) 689-8065,DSL,4.559,4.509,3.9278,2026-06-18,150,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,New Caney,TX,New Caney,TX,yes,no,no,no
735,735,Flying J,Flying J Travel Center,7112 I-10 W,Orange,TX,77632,30.11643183615357,-93.81964042936096,(409) 883-9465,DSL,4.959,4.909,3.901,2026-06-18,150,12,14,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Orange,TX,Orange,TX,yes,no,no,no
736,736,Flying J,Flying J Travel Center,100 E Pinehurst St,Pecos,TX,79772,31.401066827695132,-103.48657789407946,(432) 294-6626,DSL,4.999,4.949,4.095,2026-06-18,200,10,9,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Pecos,TX,Pecos,TX,yes,no,no,no
737,737,Flying J,Flying J Travel Center,1815 N Foster Rd,San Antonio,TX,78244,29.44609005982627,-98.3612750062766,(210) 666-2266,DSL,4.499,4.449,3.9271,2026-06-18,190,12,12,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,San Antonio,TX,San Antonio,TX,yes,no,no,no
738,738,Flying J,Flying J Travel Center,I-20 Exit 277 101 N Fm 707,Abilene,TX,79563,32.461115082036734,-99.87209590555338,(325) 439-7699,DSL,4.599,4.549,4.3127,2026-06-18,200,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Abilene,TX,Abilene,TX,yes,no,no,no
739,739,Pilot,Pilot Travel Center,2409 S New Rd,Waco,TX,76711,31.5075712,-97.1451705,(254) 714-0313,DSL,4.399,4.349,3.9957,2026-06-18,200,9,11,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Waco,TX,Waco,TX,yes,no,no,no
740,740,Flying J,Flying J Travel Center,204 Waller Ave,Brookshire,TX,77423,29.779966787565538,-95.9521512883606,(281) 934-4133,DSL,4.899,4.849,3.9278,2026-06-18,117,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Brookshire,TX,Brookshire,TX,yes,no,no,no
